895~,daad
896~,daarbij
897~,daarna
898~,daar van
899~,dagelijks
907~,deelen
912~,denk
917~,deszelven
920~,dewijl
921~,dezelve
925~,digniteit
926~,ding
927~,direct
932~,do
937~,door dit
938~,door het
944~,dubbel
945~,duidelijk
954~,eene
957~,eer
958~,eerde
961~,is
963~,sche
973~,daar door
975~,daarvoor
976~,dagen
980~,de
988~,demarche
989~,denkbeeld
992~,derwaarts
997~,dewijl
999~,dienst
10",doch
11",doen
12",dom
16",door wien
17",dra
19",drie
20",droevig
22",Duc
25",dus
27",Begin des briefs
30",ed
32",eenen
33",enigsints
38",go
40",of
41",t
43",an
46",om
47",te
50",daar
51",daarenboven
52",daaromtrend
53",daar uit
55",dat
57",dat zijn
58",de
59",decisie
62",deerd
66",dempen
67",denken
71",desniettegenstaande
75",deze
87",doch
91",door
98",druk
100",duizend
104",====
108",een
115",h
116",l
118",te
124",ten
127",daar aan
128",daarentegen
131",dan
135",de
138",deduc
140",defensief
143",den
147",des
150",devoit
151",dewelke
152",deze
153",die
154",diergelijk
159",dis
160",despositie
163",dis
168",door
169",doorgaans
170",dou
171",draag
173",dringen
177",honderduizend
185",een
186",eenig
187",eens
189",eerd
190",eeren
193",le
195",tot
198",heb
201",tt
206",egter
207",einde
211",em
212",ement
213",en
244",fer
247",fin
250",form
252",de Fransche
254",froentier
258",garand
261",gebrek
262",gedachte
263",geduld
265",geene
266",geeven
268",bij
271",p
281",eertijds
284",eindelijk
290",en
291",en de
297", erger
304",even
306",eu
314",====
321",fera
324",finantie
333",ga
336",ge
338",gebruik
340",gedurende
342",geensints
343",geeven
358",ef
369",ens
370",entre
372",er
373",erf
374",erken
410",gaan
413",ge
414",gebeur
416",gedeelte
417",gerduurig
418",geen
419",geerne
420",geeven
422",die
423",het
424",met
426",uwe
427",zijn
428",f
429",hij
431",r
433",zijn
438",el
446",ent
452",es
457",ev
460",Europa
462",exager
468",Einde des briefs
479",fo
487",gaande
488",gang
490",ge
491",gebied
492",gedaan
495",geen
496",geest
497",gehad
498",geheel
499",ff
500",i
501",mij
507",mijn
509",van
510",zijne
511",eerst
513",egt
515",elders
517",eli
528",ernst
531",et
545",====
548",famille
553",ficatie
555",flauw
559",fransch
563",====
567",geallieerd
568",gebr
570",gedrag
572",geene
574",gehad
575",geheim
577",de
583",de
584",ge
585",mij
588",gehor
590",gelegen
592",gelijk
594",gemeen
596",gen
603",get
604",gevaar
607",geweest is
608",gewis
609",gi
611",goederen
612",gouvernement
617",====
619",haar Hoogheid
620",haast
621",halve
623",haven
624",heb
629",heil
631",her
632",hertogdom
635",hieromtrend
636",hoe
645",houden
654",der
655",ge
656",mijne
660",des
662",n
664",uwe
667",gelegenheid
668",geloof
669",gelijk
670",gemaakt
674",genoeg
676",gereed
678",geschied
679",gesprek
680",getal
681",geval
682",gevoe
684",geweezen
685",gewoon
689",gr
691",grond
694",====
701",hebben
702",heden
713",hoe
718",hoofd
720",hoop
730",aam
731",deze
732",gij
733",ne
734",r
736",aan
737",di
739",ng
741",van
742",gehouden
743",geld
745",gelooven
750",geneigd
751",genoegen
755",geschieden
756",gesta
757",getrouw
758",gevangen
759",gevoelen
762",geworden
763",gissen
766",gra
767",gravin
768",groot
771",...
772",haalen
774",had
775",hand
777",hazard
778",hebbende
779",heden
781",dieatteer
782",heid
786",het
789",hier over
791",hoezeer
795",hoog
798",houd
799",huichelaar
800",hun
801",hij
802",jaar
805",ie
808",dit
810",ni
812",van die
814",dit
815",het
818",van een
819",gek
820",geld
822",geluk
824",gemeld
830",gerugt
831",geschil
832",geste
836",geweest
839",gisteren
840",goed
841",goud
842",graaf
843",grief
845",gunstig
847",Begin des briefs
851",handel
853",he
855",heeft
856",heer
858",heid
862",het
863",hetzelve
865",hinder
871",hoogagt
872",hoogst
874",houde
876",hun
884",e
888",van het
890",ee
891",i
893",s
895",gel
897",geliefd
900",gemak
902",gemoed
905",ger
907",gerust
909",gesteld
913",geweest
914",gewigt
917",goede
919",de Graaf van
924",====
925",haare
928",handeling
930",heb
932",heeft
933",de Heer
935",heid
936",helpen
938",Hertog
941",hier
946",hondert
951",houden
953",huwelijk
955",j'ai
962",is
963",nu
967",eeren
968",k
970",se
972",iets
973",ig
974",ik ben
980",inconventient
985",inmiddels
993",jong
995",is
996",it
1^,kant
2^,Keizer
5^,ki
12^,koopvaardij
14^,kroon
16^,kunnende
19^,laastgemelde
21^,landen
22^,lang
24^,leed
31^,lic
43^,w
44^,bij
46^,l
47^,of
48^,t
51^,ige
58^,in deze
60^,ing
61^,in het
68^,invloed
72^,is
75^,just
78^,keizerin
79^,kenne
82^,klein
84^,komst
93^,kij
95^,laastleden
98^,langs
102^,leid
106^,li
109^,limit
115^,en
117^,om
118^,te
119^,waren
121^,en dat
122^,m
123^,om de
127^,ik
129^,ik neem de vrijheid
132^,in
135^,indien
136^,inform
138^,inhoud
142^,int
146^,inzigt
149^,is
151^,Julij
152^,plo
154^,ke
155^,keizerlijk
156^,kemen
157^,keur
160^,kom
161^,komt
162^,konden
165^,kop
166^,kragt
168^,kunnen
170^,====
172^,laat
178^,leg
181^,letten
184^,lid
186^,lin
188^,lo
192^,ende
193^,ma
195^,tot
198^,er
202^,zal
205^,ik heb
206^,ik verneem
209^,in
210^,inclu
211^,in de
213^,informatie
216^,inquiet
219^,intelligentie
229^,====
230^,kamer
233^,kennis
237^,komen
238^,komt
239^,koning
246^,kw
247^,Einde des Briefs
248^,laager
252^,las
255^,leger
257^,les
261^,lie
264^,list
265^,loer
270^,men
274^,dat
276^,met
277^,op
278^,uit
279^,zijn
281^,ik
286^,in
290^,informeren
292^,inkomst
300^,join
302^,is
303^,isle
305^,jusque
306^,====
307^,kan
309^,ken
310^,ker
314^,komen
320^,kreits
322^,kunnen
323^,kwaad
324^,====
325^,laats
326^,laaten
327^,land
330^,lee
332^,leggen
336^,leven
338^,liefst
344^,loofd
346^,dat
347^,ge
348^,l
352^,de
353^,gg
355^,ren
357^,loop
358^,lot
362^,lijk
363^,====
365^,maaken
367^,maat
369^,Zijne Majesteit
375^,me
377^,meene
379^,meester
380^,melden
383^,mensch
384^,merkelijk
385^,met
386^,metertijd
387^,middel
388^,min
390^,mis
393^,mo
394^,moeielijk
395^,moeten
396^,mogentheid
404^,mijne
405^,====
406^,n
409^,na de
415^,neemen
419^,net
421^,aaf
422^,der
424^,le
427^,aan
428^,die
434^,louter
435^,lui
436^,luk
438^,lijk
441^,maal
442^,maar
444^,magt
445^,Zijn Majesteit
465^,minder
470^,moder
471^,moeite
473^,mogt
480^,mij
481^,mijne
483^,na
484^,naar
486^,nadeel
489^,natie
494^,negotiatie
495^,ner
497^,ni
499^,e
503^,van
504^,aan den
507^,n
508^,s
509^,van de
516^,====
517^,maak
519^,maar
525^,mar
530^,meer
531^,meermalen
534^,men
537^,mer
542^,ministratie
545^,mitsnoeg
559^,....
560^,na
561^,naar mijn gevoelen
571^,negotiatie
575^,aat
576^,ee
582^,een
584^,o
587^,loove
590^,lij
595^,maand
597^,mag
598^,majesteit
605^,mede
607^,meer
608^,meest
609^,meld
611^,men
612^,menig
618^,mili
619^,minister
620^,minst
622^,misschien
624^,moe
625^,moet
626^,moge
630^,moord
633^,munt
634^,mijn
636^,====
637^,naam
640^,nader
646^,neerd
647^,neglig
648^,nigotieren
649^,nes
651^,niet
653^,eene
654^,het
657^,w
659^,eerd
662^,se
665^,lucht
680^,mat
683^,meen
685^,meeste
686^,melden
690^,mentionneeren
691^,merk
692^,met
695^,milioen
696^,de minister van
697^,ten minste
700^,mitsgaders
701^,moed
702^,moeten
703^,mogelijk
705^,moit
706^,mondgesprek
710^,mij
711^,mijn
712^,....
713^,Begin des Briefs
715^,naauw
716^,na dat
718^,n'ai
722^,neem
728^,niet
729^,aux
731^,i
733^,si
739^,t
740^,z
742^,niettegenstaande
743^,nieuw
744^,noch
747^,noord
750^,nu
752^,O
757^,of
762^,omitteeren
768^,onderdaan
770^,onderwerp
776^,onregt
777^,ons
779^,ontdekken
787^,onverschillig
789^,onzen
791^,ooit
792^,oorlog
793^,op
796^,opper
799^,op welk
803^,over
804^,overige
808^,ik
810^,te
811^,zal
813^,en
814^,il
816^,ten
819^,niet te min
820^,nieuws
823^,noodzaak
834^,of
837^,om
840^,omstandigheid
847^,onderzoek
849^,ongegrond
850^,ongerust
857^,onthaal
858^,ontmoet
865^,onwaarschijnlijk
866^,onzer
867^,oog
868^,ook
870^,op
871^,openhartig
878^,ordre
879^,ou
880^,over
884^,en
885^,in
886^,pl
887^,ter
888^,zig
890^,er
893^,tot
897^,nimmer
900^,noodzakelijk
905^,====
910^,october
911^,offensif
912^,officie
914^,om
917^,omtrend
921^,onder
923^,onderrigt
924^,ondeugd
925^,ongaarne
928^,onkund
931^,onstandvastig
933^,ontfangen
944^,oogenblik
945^,ook
953^,opzet
955^,ordre
956^,ou
958^,overig
962^,is
965^,zouden
969^,uit
970^,zullen
973^,no
974^,nog
976^,nooit
980^,nut
981^,====
988^,offr
989^,oir
990^,ombrage
993^,omtrend de
994^,on
999^,onderscheid
1,oneenig
2,onge
4,ongeveinsd
5,onlangs
7,ons
9,ontbloot
10,ontfangen
11,onthoud
12,ontruimen
13,
15,ontzet
17,onverrigt
19,onze
20,onzeker
22,oor
23,oorzaak
24,op de
25,opentlijk
26,opiniatre
27,oppositie
28,op staande voet
33,oud
40,r
42,zijn
43,d
50,niets
53,noodig
54,noop
55,nos
64,oever
65,offer
69,omis
72,on
74,ond
83,onpas
84,ons
85,ont
98,oogmerk
99,oordeel
103,opinie
105,opstand
108,ordenn
109,os
115,de
117,ing
120,a
121,den
123,is
124,of
142,per
152,plo
154,point
169,de Prins
171,====
185,quelque
192,der
195,om
197,aale
198,die
201,on
202,v
204,overwigt
226,placcaat
227,ple
237,pour
253,predictie
255,prijs
257,punt
262,questie
265,ra
269,dit
270,heb
271,l
272,op
273,van
274,aan
279,van de
280,overtuig
282,====
283,paal
309,pooging
316,precis
324,pro
325,Begin des Briefs
329,proportie
343,raadsel
345,aange
346,e
348,le
354,li
356,van een
357,overtuigen
360,paar
363,papier
367,partage
382,pligt
384,po
391,pract
412,====
416,qui
419,raad
422,au
428,aux
429,en
430,het
432,s
444,partij
449,pensioen
451,persoon
454,piller
456,plaats
457,plan
476,prins
479,proclamatie
488,pij
495,====
500,en
502,men
508,met
510,wij
533,res
552,ruk
553,rijk
554,====
556,sai
559,scavor
560,schade
561,schap
564,schip
571,sedert mijne laatste
572,sen
575,ses
576,bij
577,en de
583,er
588,rantsoen
590,re
598,regeeren
601,reis
617,retireeren
621,rigt
629,rust
631,====
632,sa
638,schat
654,et
655,ie
656,mijn?
657,t
659,ch
661,ik
663,te
668,recev
671,rede
675,regeering
685,representatie
691,reste
694,retour
696,revolutie
698,richtsnoer
700,roekeloos
708,====
715,sche
717,schik
719,schree
723,secreet
724,sedert
730,d
731,ft
734,ten
736,dat
737,g
739,ne
740,tot
743,ratificatie
752,regel
762,representant
772,revien
774,ri
781,rug
785,====
790,scha
798,schijn
803,sentiment
804,ser
807,dat de
809,en
811,tu
812,zijn
814,ge
816,nt
820,ratificeren
821,rec
826,reeds
830,regtbank
841,reserv
846,resultaat
860,rij
861,====
862,Einde des Briefs
866,scai
874,schrijven
875,schijnt
879,sembl
880,separ
884,a
885,de
889,sa
891,de
894,of
895,t
896,si
900,slo
902,smert
911,spe
915,spruit
918,ste
922,stipulatie
925,stu
928,succes
934,====
937,te
938,tegen de
950,toe
951,toen
958,Tract van Lommerrie
962,der
965,om
966,te
967,aa
968,des
975,slaan
980,so
981,soldaar
983,son
991,spreek
995,steeds
996,steld
2:,stremmen
11:,Begin de Briefs
12:,====
13:,ta
18:,teit
27:,tis
40:,deze
46:,dit
49:,op
60:,somme
69:,spreken
70:,st
71:,staat
72:,stand
75:,sterk
76:,stil
78:,straf
88:,====
92:,teder
96:,ten
101:,terwijl
102:,thans
103:,tien
106:,toestand
110:,tot een
113:,tragt
116:,al
117:,e
121:,van de
123:,een
125:,ll
128:,sig
131:,slim
132:,sluiten
134:,sn
136:,solemneel
137:,sommige
142:,spa
146:,spreeken
148:,staatkunde
151:,stemmen
163:,sur
167:,taal
168:,tast
169:,teffens
170:,tegen het
171:,tegenwoordig
179:,ti
181:,to
183:,toestand van zaken
189:,Tractaat
194:,eene
195:,hij
198:,van een
206:,slaaf
224:,staan
225:,stad
227:,stel
231:,stoot
232:,strekken
233:,strijd
245:,te
246:,tegen
250:,ten allen tijde
253:,ter
256:,tie
257:,tion
258:,toe
259:,toekomen
261:,toi
263:,tot
264:,tot nog toe
271:,uren
272:,ie
274:,pp
278:,ik
279:,men
287:,ture
288:,tweede
292:,U
294:,uiten
307:,vader
310:,vandaan
311:,van dit
312:,van te
317:,vel
319:,verander
323:,verdienste
324:,verdwijnen
327:,vergoeding
334:,verminder
339:,vers
341:,verstand
344:,vertrouwen
345:,verwarring
346:,verwonder
347:,bij
348:,en
350:,met
351:,que
352:,zal
354:,en
356:,mij
357:,r
359:,treff
363:,tue
364:,tusschen
366:,twijffelen
367:,tijding
369:,U
370:,uit dit
374:,uitslag
382:,====
386:,valt
393:,vegt
397:,verbintenis
399:,verdenken
400:,verdigt
401:,verenigen
406:,verklaaren
407:,verkrijgen
408:,verlang
410:,vermeerder
415:,verre
417:,verslag
420:,vertrek
422:,verwerpen
426:,in
427:,n
429:,ze
433:,na
434:,re
436:,trek
438:,trou
439:,trouw
442:,twintig
445:,====
446:,u
448:,uiterste
452:,uitvlugt
459:,====
462:,vak
463:,van
468:,ve
476:,verder
477:,verdrag
486:,verloren
488:,vermoede
489:,verneemen
494:,verspreid
495:,verstoor
497:,vertrekken
499:,verwittig
500:,verwijder
503:,is
504:,ne
507:,d
511:,ri
514:,troon
518:,twaalf
520:,tijd
523:,uit
525:,uitgaave
526:,uit het
540:,van
542:,van hier
545:,veel
546:,veer
549:,ver
554:,verdriet
563:,verlos
565:,vermogen
572:,verstrek
575:,vervolg
579:,g
580:,iteit
583:,zullen
584:,dat
585:,ge
589:,zult
595:,twee
596:,twijffel
597:,tijd
600:,uit
601:,uit een
603:,uithoofde
605:,uitstel
610:,ut
611:,uw
612:,====
613:,Einde des briefs
614:,vaardig
616:,vallen
619:,van nu af aan
620:,van zijn
621:,vat
622:,veele
623:,veertien
624:,veins
626:,ver
627:,verbieden
628:,verblijv
631:,verdruk
635:,verheug
642:,vermijden
647:,verschillende
648:,verstaan
651:,vertrouw
656:,de
658:,in
662:,de
663:,gt
665:,ne
666:,ste
668:,verzoek
675:,vlag
679:,voeren
680:,voient
681:,vol
683:,volkomen
685:,voor
687:,voor de
689:,voorge
690:,voorige
691:,voornaam
695:,voorwaarde
696:,voorzigtigheid
700:,vraagen
701:,vrede
703:,vri
704:,vroeg
708:,vijf
709:,====
710:,W
713:,waarheid
718:,was
719:,wet
720:,wederom
723:,weg
724:,wel
725:,welke
732:,der
734:,is
736:,t
738:,des
739:,gijl
742:,te
743:,verzeker
745:,vestigen
749:,vinden
752:,vleijen
758:,volgens
759:,volmaakt
761:,voor
763:,voordeel
764:,voor een
765:,voorgeven
766:,voorjaar
767:,voornaamlijk
768:,voorschrere
769:,voort
773:,vorst
779:,vriend
783:,vijand
785:,====
786:,wa
789:,waarlijk
790:,Zaaken van
792:,wagt
794:,wapenen
799:,weet
801:,wel
802:,welke
803:,wen
807:,wien
808:,ar
809:,die
812:,nu
814:,at
815:,dit
816:,ha
817:,k
818:,o
820:,verzekerd
836:,volmagt
843:,voorkomen
846:,voortaan
847:,vooruit
855:,vrees
860:,vijandelijk
862:,====
865:,waarde
866:,waarmede
868:,waartoe
869:,wagten
871:,war
872:,wat
876:,weeten
883:,wezen
886:,e
887:,had
889:,op
890:,van de
892:,ee
898:,verzuim
901:,vier
911:,voldoen
920:,voorleden
922:,voorslag
925:,voorzien
926:,vorderen
928:,vou
933:,vriendschap
934:,vrugteloos
936:,vuld
939:,====
941:,waar
944:,waarop
945:,waarvan
947:,want
948:,waren
950:,weder
953:,weeten
957:,wensch
958:,werk
963:,een
964:,heb
967:,van het
969:,eene
973:,x
974:,verzenden
989:,volk
990:,volstrekt
991:,voor
992:,vooral
996:,voor het
999:,voorspoed
5+,vos
6+,voul
7+,vraag
8+,vrede
12+,vrij
14+,vuur
17+,Begin des Briefs
19+,waar
22+,waarschijnlijk
26+,was
27+,wat betrefd
30+,weerzin
31+,weezen
32+,wek
33+,welk
36+,werkstellig
37+,west
38+,wi
39+,wierd
42+,hebt
46+,bij
48+,hem
49+,m
51+,z
53+,wil
65+,zaak
66+,zal
69+,zegt
71+,zelf
72+,zelven
75+,zeventig
76+,zien
77+,zigt
79+,zo
81+,zo veel
88+,zu
89+,zulks
90+,zwaarigheid
92+,zijde
93+,zijne
94+,zijnl?
96+,====
97+,====
98+,====
99+,de Keizer
102+,de Grootvorst
107+,de Heer
117+,f
118+,het
120+,r
133+,word
135+,wij
140+,za
142+,zal
143+,zeer
146+,zel
149+,zenden
152+,zien
153+,zigtigheid
155+,zo als
158+,het
159+,zonder
161+,zoon
165+,zulks
168+,zijdelings
169+,zijnentwege
170+,zijn Majesteit
172+,====
173+,====
174+,de keiser van
193+,hij
197+,d
198+,g
200+,men
203+,wikkelen
206+,wo
208+,word
210+,wij
212+,====
216+,zaam
217+,ze
218+,zeer
219+,zeggen
222+,zelfs
226+,zie
227+,zig
228+,zilver
230+,zodanig
234+,zonder
238+,zoude
240+,zullen
243+,zijn
245+,zijn Majesteit
250+,Zijne Rus Keiz Majt
266+,ga
268+,met
269+,rt
272+,ge
273+,ik
274+,mm
275+,s
282+,worden
288+,====
290+,zagt
291+,zede
292+,zeer
293+,zeggen
294+,zeker
295+,zeldzaam
296+,zelve
297+,zen
299+,zeven
301+,zig
303+,zo
305+,zo niet
311+,zorgvuldig
312+,zouden
315+,zwanger
316+,zij
317+,zijn
320+,zijt
321+,====
322+,====
323+,====
324+,Zijne Keizerlijke Majesteit
328+,de Prins van
334+,====
335+,de Rijks vorsten
339+,de Rijksvergadering te Regensburg
341+,dan
342+,gen
344+,mij
347+,dat
350+,n
355+,wissel
357+,woon
358+,worden
361+,wijze
365+,zaak
366+,zal
370+,zekerheid
371+,zelf
372+,zelve
376+,ziel
377+,zig
379+,zo
382+,zo zou
388+,zouden
390+,zwaar
392+,zij
393+,zijne
394+,zijns
396+,Einde des briefs
397+,====
400+,====
402+,de koning
408+,de Heer
409+,mevrouw
414+,de Baronnie
415+,'t Capittel van
419+,een
420+,in
439+,Europa
440+,Fransch
446+,Meklenburg
450+,Parijs
451+,Pirmont
454+,Rusland
457+,Stockholm
458+,Turkije
459+,Weenen
462+,====
499+,aan
515+,de Fransche
523+,Oostenrijk
526+,Poolsch
529+,Russische
530+,Saxen
534+,Weenen
535+,Zweden
542+,departement der
549+,de Prins van Oranje
568+,aan de
578+,te
588+,Engeland
598+,Oostenrijk
600+,Petersburg
601+,Polen
602+,Pruissen
606+,Spaansche
612+,====
617+,Buitenlandse Zaken
622+,Stadhouder
646+,op
647+,te
653+,ter
662+,Duitschland
663+,Engeland
664+,Frankrijk
667+,Holland
677+,Pruissen
685+,Zweedsch
721+,tot
737+,Engelsche
738+,Frankrijk
741+,Holstein
747+,Oranje
748+,Parijs
751+,Pruissisch
752+,Rusland
755+,Spanje
756+,Turk
757+,Warschau
761+,====
793+,====
794+,bij
821+,Fransche Amb
877+,met
895+,de Fransche Ambassadeur
921+,====
945+,het
950+,de
952+,mijn
954+,va
985+,Pruissisch
989+,de Minister der Buitenlandse Zaken
21=,van
28=,zijn
53=,uti posfidelis
54=,precis
71=,van Caesar
77=,====
94=,s
97=,e
99=,ng
100=,sch
152=,====
160=,====
169=,en
178=,oo
195=,====
196=,====
200=,====
218=,f
244=,====
299=,kk
310=,1806
319=,tarwe
320=,====
330=,====
331=,====
332=,====
342=,l
348=,ll
358=,mandaat
380=,====
390=,====
391=,====
400=,====
405=,Alopeus
407=,Kotschubey
417=,Servien
425=,Alexander
428=,'t Ministerie van
440=,de Donau
449=,Keizer Alexander
452=,Russisch
465=,Wallachyen
476=,Caulaincourt
477=,Gallitzin
480=,Romanoff
485=,Moldavien
496=,Catharina
497=,Gouvernement
498=,de Graaf
499=,Czertorinsky
500=,Italinsky
510=,Bessarabien
