code,character,codepoint
0754,咽,U+54BD
0755,哀,U+54C0
0756,品,U+54C1
0757,哂,U+54C2
0758,哄,U+54C4
0759,哆,U+54C6
0760,哇,U+54C7
0761,哈,U+54C8
0762,哉,U+54C9
0763,咻,U+54BB
0764,咿,U+54BF
0765,員,U+54E1
0766,哥,U+54E5
0767,唎,U+550E
0768,哦,U+54E6
0769,哩,U+54E9
0770,哭,U+54ED
0771,哮,U+54EE
0772,哲,U+54F2
0773,哺,U+54FA
0774,哼,U+54FC
0775,哽,U+54FD
0776,哿,U+54FF
0777,唁,U+5501
0778,唆,U+5506
0779,唈,U+5508
0780,唉,U+5509
0781,唐,U+5510
0782,哤,U+54E4
0783,哨,U+54E8
0784,唄,U+5504
0785,唏,U+550F
0786,售,U+552E
0787,唯,U+552F
0788,唱,U+5531
0789,唳,U+5533
0790,唾,U+553E
0791,啁,U+5541
0792,啣,U+5563
0793,啄,U+5544
0794,商,U+5546
0795,問,U+554F
0796,啓,U+5553
0797,啖,U+5556
0798,啗,U+5557
0799,啜,U+555C
0800,啞,U+555E
0801,唪,U+552A
0802,唼,U+553C
0803,啐,U+5550
0804,啻,U+557B
0805,啼,U+557C
0806,喁,U+5581
0807,喀,U+5580
0808,喂,U+5582
0809,喃,U+5583
0810,善,U+5584
0811,喆,U+5586
0812,喇,U+5587
0813,喈,U+5588
0814,喉,U+5589
0815,喊,U+558A
0816,喏,U+558F
0817,喓,U+5593
0818,喋,U+558B
0819,喑,U+5591
0820,喘,U+5598
0821,喙,U+5599
0822,喚,U+559A
0823,喜,U+559C
0824,喝,U+559D
0825,喞,U+559E
0826,喧,U+55A7
0827,喻,U+55BB
0828,喪,U+55AA
0829,喬,U+55AC
0830,單,U+55AE
0831,啾,U+557E
0832,嗃,U+55C3
0833,嗅,U+55C5
0834,嗎,U+55CE
0835,嗇,U+55C7
0836,嗑,U+55D1
0837,嗓,U+55D3
0838,嗔,U+55D4
0839,嗚,U+55DA
0840,嗛,U+55DB
0841,嗜,U+55DC
0842,嗟,U+55DF
0843,嗣,U+55E3
0844,嗤,U+55E4
0845,喔,U+5594
0846,喟,U+559F
0847,喤,U+55A4
0848,喫,U+55AB
0849,喭,U+55AD
0850,嗆,U+55C6
0851,嗉,U+55C9
0852,嗒,U+55D2
0853,嗿,U+55FF
0854,嘅,U+5605
0855,嘆,U+5606
0856,嘈,U+5608
0857,嘉,U+5609
0858,嘏,U+560F
0859,嘐,U+5610
0860,嘑,U+5611
0861,嘒,U+5612
0862,嘖,U+5616
0863,嘗,U+5617
0864,噓,U+5653
0865,嗹,U+55F9
0866,嘂,U+5602
0867,嘎,U+560E
0868,嘔,U+5614
0869,嗷,U+55F7
0870,嗽,U+55FD
0871,嗾,U+55FE
0872,嘬,U+562C
0873,嘩,U+5629
0874,嗶,U+55F6
0875,嘰,U+5630
0876,嘯,U+562F
0877,嘲,U+5632
0878,嘴,U+5634
0879,嘵,U+5635
0880,嘶,U+5636
0881,嘷,U+5637
0882,嘹,U+5639
0883,嘻,U+563B
0884,嘿,U+563F
0885,噉,U+5649
0886,噌,U+564C
0887,噍,U+564D
0888,噎,U+564E
0889,噢,U+5662
0890,噏,U+564F
0891,噤,U+5664
0892,器,U+5668
0893,噩,U+5669
0894,噪,U+566A
0895,噫,U+566B
0896,噬,U+566C
0897,噯,U+566F
0898,噲,U+5672
0899,噴,U+5674
0900,噶,U+5676
0901,噥,U+5665
0902,噦,U+5666
0903,噸,U+5678
0904,噱,U+5671
0905,嚀,U+5680
0906,嚅,U+5685
0907,嚇,U+5687
0908,嚏,U+568F
0909,嚙,U+5699
0910,嚚,U+569A
0911,嚲,U+56B2
0912,囅,U+56C5
0913,嚥,U+56A5
0914,嚬,U+56AC
0915,嚮,U+56AE
0916,嚳,U+56B3
0917,嚴,U+56B4
0918,嚨,U+56A8
0919,嚶,U+56B6
0920,嚼,U+56BC
0921,囀,U+56C0
0922,囁,U+56C1
0923,囂,U+56C2
0924,嚷,U+56B7
0925,囉,U+56C9
0926,囊,U+56CA
0927,囈,U+56C8
0928,囑,U+56D1
0929,囓,U+56D3
0930,叻,U+53FB
0931,囗,U+56D7
0932,回,U+56DE
0933,囚,U+56DA
0934,四,U+56DB
0935,囪,U+56EA
0936,因,U+56E0
0937,囤,U+56E4
0938,困,U+56F0
0939,囫,U+56EB
0940,囷,U+56F7
0941,囹,U+56F9
0942,固,U+56FA
0943,囿,U+56FF
0944,圃,U+5703
0945,圄,U+5704
0946,圈,U+5708
0947,圉,U+5709
0948,國,U+570B
0949,圅,U+5705
0950,圇,U+5707
0951,圂,U+5702
0952,囮,U+56EE
0953,圍,U+570D
0954,園,U+5712
0955,圓,U+5713
0956,圖,U+5716
0957,團,U+5718
0958,圜,U+571C
0959,圕,U+5715
0960,土,U+571F
0961,在,U+5728
0962,圩,U+5729
0963,圬,U+572C
0964,圭,U+572D
0965,圮,U+572E
0966,地,U+5730
0967,圻,U+573B
0968,址,U+5740
0969,坻,U+577B
0970,坟,U+575F
0971,均,U+5747
0972,坊,U+574A
0973,坍,U+574D
0974,坎,U+574E
0975,坏,U+574F
0976,坐,U+5750
0977,坑,U+5751
0978,坂,U+5742
0979,坌,U+574C
0980,坡,U+5761
0981,坤,U+5764
0982,坦,U+5766
0983,坭,U+576D
0984,坵,U+5775
0985,坷,U+5777
0986,坼,U+577C
0987,垂,U+5782
0988,坪,U+576A
0989,坫,U+576B
0990,坰,U+5770
0991,坳,U+5773
0992,型,U+578B
0993,垓,U+5793
0994,垝,U+579D
0995,垠,U+57A0
0996,垢,U+57A2
0997,垣,U+57A3
0998,垞,U+579E
0999,垤,U+57A4
1000,垛,U+579B
1001,垚,U+579A
1002,埃,U+57C3
1003,埋,U+57CB
1004,城,U+57CE
1005,埒,U+57D2
1006,埂,U+57C2
1007,埏,U+57CF
1008,域,U+57DF
1009,埠,U+57E0
1010,埦,U+57E6
1011,埭,U+57ED
1012,埶,U+57F6
1013,執,U+57F7
1014,培,U+57F9
1015,基,U+57FA
1016,堂,U+5802
1017,堅,U+5805
1018,堆,U+5806
1019,堊,U+580A
1020,埤,U+57E4
1021,埴,U+57F4
1022,埵,U+57F5
1023,埸,U+57F8
1024,堃,U+5803
1025,堙,U+5819
1026,堞,U+581E
1027,堡,U+5821
1028,堠,U+5820
1029,堤,U+5824
1030,堪,U+582A
1031,堯,U+582F
1032,報,U+5831
1033,堲,U+5832
1034,場,U+5834
1035,堵,U+5835
1036,堧,U+5827
1037,堰,U+5830
1038,堦,U+5826
1039,塍,U+584D
1040,塊,U+584A
1041,塋,U+584B
1042,塌,U+584C
1043,塑,U+5851
1044,塔,U+5854
1045,墓,U+5893
1046,塚,U+585A
1047,塗,U+5857
1048,塘,U+5858
1049,塞,U+585E
1050,填,U+586B
1051,塢,U+5862
1052,塏,U+584F
1053,塤,U+5864
1054,塒,U+5852
1055,塎,U+584E
1056,塓,U+5853
1057 7775,塵,U+5875
1058,塹,U+5879
1059,塼,U+587C
1060,塾,U+587E
1061,塿,U+587F
1062,墀,U+5880
1063,墁,U+5881
1064,境,U+5883
1065,墅,U+5885
1066,墉,U+5889
1067,墊,U+588A
1068,墄,U+5884
1069,墍,U+588D
1070,墐,U+5890
1071,墜,U+589C
1072,墝,U+589D
1073,增,U+589E
1074,墟,U+589F
1075,墨,U+58A8
1076,墩,U+58A9
1077,墮,U+58AE
1078,墺,U+58BA
1079,墳,U+58B3
1080,墠,U+58A0
1081,墫,U+58AB
1082,墦,U+58A6
1083,墾,U+58BE
1084,壁,U+58C1
1085,壅,U+58C5
1086,壇,U+58C7
1087,壈,U+58C8
1088,壎,U+58CE
1089,壑,U+58D1
1090,壓,U+58D3
1091,壕,U+58D5
1092,壖,U+58D6
1093,壘,U+58D8
1094,壙,U+58D9
1095,壞,U+58DE
1096,壟,U+58DF
1097,壚,U+58DA
1098,壜,U+58DC
1099,壤,U+58E4
1100,壩,U+58E9
1101,圳,U+5733
1102,士,U+58EB
1103,壬,U+58EC
1104,壯,U+58EF
1105,壹,U+58F9
1106,壺,U+58FA
1107,壻,U+58FB
1108,壽,U+58FD
1109,壼,U+58FC
1111,夂,U+5902
1112,夆,U+5906
1114,夊,U+590A
1115,夏,U+590F
1117,夔,U+5914
1119,夕,U+5915
1120,外,U+5916
1121,夙,U+5919
1122,多,U+591A
1123,夜,U+591C
1124,夠,U+5920
1125,夢,U+5922
1126,夤,U+5924
1127,夥,U+5925
1129,大,U+5927
1130,夭,U+592D
1131,天,U+5929
1132,太,U+592A
1133,夫,U+592B
1134,夬,U+592C
1135,央,U+592E
1136,失,U+5931
1137,夯,U+592F
1138,夷,U+5937
1139,夸,U+5938
1140,夾,U+593E
1141,奄,U+5944
1142,奇,U+5947
1143,奈,U+5948
1144,奉,U+5949
1145,奎,U+594E
1146,奏,U+594F
1147,奐,U+5950
1148,契,U+5951
1149,奔,U+5954
1150,奕,U+5955
1151,奓,U+5953
1152,套,U+5957
1153,奚,U+595A
1155,奘,U+5958
1156,奠,U+5960
1157,奡,U+5961
1158,奢,U+5962
1159,奧,U+5967
1160,奩,U+5969
1161,奪,U+596A
1162,奬,U+596C
1163,奭,U+596D
1164,奮,U+596E
1165,奀,U+5940
1166,女,U+5973
1167,奴,U+5974
1168,奶,U+5976
1169,奸,U+5978
1170,好,U+597D
1171,妁,U+5981
1172,如,U+5982
1173,妃,U+5983
1174,妄,U+5984
1175,妊,U+598A
1176,妒,U+5992
1177,姸,U+59F8
1178,妓,U+5993
1179,妖,U+5996
1180,妗,U+5997
1181,妙,U+5999
1182,妝,U+599D
1183,妣,U+59A3
1184,妤,U+59A4
1185,妥,U+59A5
1186,妨,U+59A8
1187,妯,U+59AF
1188,妹,U+59B9
1189,妻,U+59BB
1190,妾,U+59BE
1191,姆,U+59C6
1192,姊,U+59CA
1193,始,U+59CB
1194,姍,U+59CD
1195,姐,U+59D0
1196,姑,U+59D1
1197,姒,U+59D2
1198,姓,U+59D3
1199,妲,U+59B2
1200,妮,U+59AE
1201,委,U+59D4
1202,姚,U+59DA
1203,姜,U+59DC
1204,姝,U+59DD
1205,姞,U+59DE
1206,姙,U+59D9
1207,姣,U+59E3
1208,姤,U+59E4
1209,姥,U+59E5
1210,姨,U+59E8
1211,姦,U+59E6
1212,姪,U+59EA
1213,姬,U+59EC
1214,姅,U+59C5
1215,姻,U+59FB
1216,娃,U+5A03
1217,姿,U+59FF
1218,威,U+5A01
1219,娉,U+5A09
1220,姮,U+59EE
1221,姱,U+59F1
1222,娌,U+5A0C
1223,娑,U+5A11
1224,娘,U+5A18
1225,娛,U+5A1B
1226,娜,U+5A1C
1227,娟,U+5A1F
1228,娠,U+5A20
1229,娣,U+5A23
1230,娥,U+5A25
1231,娩,U+5A29
1232,娓,U+5A13
1233,娼,U+5A3C
1234,姹,U+59F9
1235,娶,U+5A36
1236,婁,U+5A41
1237,婆,U+5A46
1238,婉,U+5A49
1239,婊,U+5A4A
1240,婕,U+5A55
1241,婚,U+5A5A
1242,婢,U+5A62
1243,婣,U+5A63
1244,婦,U+5A66
1245,婪,U+5A6A
1246,婭,U+5A6D
1247,娵,U+5A35
1248,婐,U+5A50
