# Bazeries' reconstruction of the Grand Chiffre de 1691 (Louvois-Catinat), "2e Table du chiffre a dechiffrer",
# Burgaud & Bazeries, Le Masque de fer (1893) pp. 280-289. Transcribed 2026-09-16 from the Gallica page images
# (bpt6k1523532j f305-f315, bazeries/f*.jpg). "?" = entry Bazeries left blank (printed as a closing guillemet).
# NULL = "(Point ou nulle.)"; CANCEL = "(Annule le groupe precedent.)". Spelling as printed.
389	Tu
390	Ou
391	Facil
392	Beaucoup
393	For
394	Dire
395	Ast
396	NULL
397	Raison
398	Mal
399	Hors
400	Courrier
401	Attaque
402	Ci
403	Envoi
404	Necessite
405	Pris
406	?
407	Ue-Ve
408	?
409	L
410	Pont
411	Avis
412	Eu-Ev
413	Mand
414	Qu
415	Tion
416	Vo
417	Soit
418	Hu
419	Fe
420	Bien
421	Marque
422	P
423	U-V
424	N
425	Port
426	Venir
427	Quand
428	Officier
429	Manque
430	Cy
431	Bon
432	?
433	Fourrage
434	Il
435	?
436	Et
437	U-V
438	Tres
439	Ru
440	?
441	Nous
442	Vu
443	?
444	?
445	?
446	?
447	Afin
448	Ces
449	Expliqu
450	Me
451	Us
452	Avoit
453	A
454	M
455	Ni
456	Chez
457	Import
458	Devant
459	?
460	?
461	D
462	?
463	?
464	Besoin
465	Mesme
466	Recev
467	Vos
468	Calme
469	S
470	B
471	Cet
472	Avise
473	?
474	?
475	No
476	Pu
477	Siege
478	Vivre
479	Le Roy
480	NULL
481	Occup
482	Assez
483	Meilleur
484	Parti
485	Extrem
486	O
487	X
488	N
489	N
490	C
491	Depuis
492	?
493	Sieur
494	Vallee de Pragelas
495	?
496	Vostre
497	Sembl
498	Non
499	Doi
500	E
501	P
502	Rien
503	Pour
504	Verit
505	Croi
506	Ment
507	?
508	A
509	N
510	NULL
511	?
512	?
513	Vi
514	M
515	H
516	Cour
517	Puis
518	Monsieur de Savoye
519	Geneve?
520	Veu
521	O
522	E
523	C
524	Importan
525	Au
526	Des
527	?
528	R
529	Avant
530	?
531	?
532	Quantite
533	Servi
534	Trop
535	M
536	Ensuite
537	F
538	Des
539	?
540	Monsieur de Rebenac
541	NULL
542	?
543	?
544	T
545	?
546	?
547	I-J
548	L
549	U-V
550	Turin
551	Sa
552	?
553	Avec
554	Bi
555	Scavoi
556	Y
557	Et
558	Cazal
559	M
560	O
561	T
562	?
563	?
564	L
565	R
566	Pignerol
567	NULL
568	?
569	Ri
570	Pe
571	Ia-ja
572	Briancon
573	Z
574	S
575	G
576	Grenoble
577	Suze
578	T
579	R
580	D
581	?
582	O
583	Y
584	S
585	P
586	?
587	U-V
